symbol,price,price_change,price_percent_change
FRGE,11.83,2.2,22.86
RKLB,21.07,1.94,10.14
PIII,9.86,0.87,9.68
DSDVY,95.09,8.16,9.39
ERIC,8.07,0.62,8.32
PAY,30.15,2.15,7.68
MNTHY,44.72,2.79,6.65
TGOPY,27.74,1.7,6.53
PLTR,98.4,5.78,6.24
DNZOY,12.34,0.72,6.2
ADMA,22.15,1.24,5.93
RBRK,63.31,3.26,5.42
DJT,19.96,1.03,5.44
FINMY,26.3,1.33,5.33
HPE,15.01,0.73,5.08
UAA,5.74,0.3,5.51
LEGN,33.74,1.63,5.08
RCRUY,10.67,0.51,5.02
CODYY,20.26,0.95,4.92
TNXP,17.0,0.85,5.26
MMYT,102.69,4.74,4.84
YMM,10.33,0.47,4.77
NFLX,976.28,45.0,4.83
TIGO,29.84,1.34,4.7
CVNA,213.97,9.24,4.52
