symbol,price,price_change,price_percent_change
RGTI,8.65,0.84,10.82
AMTM,19.8,1.93,10.8
CYTK,41.5,4.0,10.67
RNA,29.63,2.89,10.81
NFE,8.35,0.77,10.22
IONQ,25.5,2.31,9.97
RKT,13.8,1.2,9.52
TGTX,41.29,3.54,9.39
CACI,401.17,31.27,8.45
SOUN,8.9,0.7,8.6
SWTX,45.52,3.64,8.69
ACLX,65.56,4.86,8.01
SLNO,73.38,5.11,7.5
COHR,68.65,4.95,7.78
COOP,134.27,9.19,7.34
LITE,68.48,4.89,7.69
PSN,63.91,4.35,7.3
LOAR,76.44,5.11,7.16
VKTX,25.6,1.69,7.07
CIEN,65.98,4.44,7.21
CVNA,226.79,14.21,6.68
BAH,114.19,6.83,6.37
MRX,38.22,2.54,7.12
UWMC,5.7,0.36,6.64
KBR,53.15,3.22,6.45
