symbol,price_percent_change,price,price_change
LUCY,102.04,4.95,2.5
RSLS,65.58,0.567,0.22
STSS,59.02,0.0291,0.01
KTTA,46.79,1.6,0.51
BNGO,42.86,4.4,1.32
SKYQ,33.27,0.73,0.18
WCT,28.38,0.28,0.06
HYFM,27.98,2.15,0.47
JNVR,26.28,56.79,11.82
WBX,25.32,0.343,0.07
KBSX,24.84,2.06,0.41
SXTP,24.0,3.1,0.6
JYD,21.33,0.333,0.06
MTC,21.12,0.999,0.17
JUNE,20.37,10.01,1.69
MGLD,20.25,0.95,0.16
SUGP,20.05,0.7,0.12
XWEL,18.76,0.88,0.14
KROS,18.49,12.24,1.91
PRFX,18.13,2.15,0.33
