,symbol,price,price_change,price_percent_change
0,MLGO,11.65,-2.34,16.74
1,TNXP,29.8,-0.71,2.33
2,CLSK,8.74,-0.05,0.51
3,MARA,14.43,-0.18,1.23
4,IONQ,25.55,-0.57,2.2
5,AZEK,48.3,-0.26,0.54
6,ASTS,29.03,-0.26,0.9
7,OKLO,28.58,-2.33,7.55
8,W,37.69,-0.17,0.44
9,COHR,75.26,-1.45,1.89
10,FNMA,7.1,0.71,11.11
11,ROOT,174.33,-3.36,1.89
12,LITE,73.29,-0.34,0.46
13,CORZ,9.23,-0.08,0.81
14,HOOD,49.17,0.81,1.67
15,QXO,13.9,0.1,0.69
16,BHVN,31.04,2.5,8.76
17,ZETA,15.6,-0.06,0.38
18,APP,342.48,2.76,0.81
19,RDDT,124.25,-0.69,0.55
20,RNA,32.53,-0.77,2.34
21,RGTI,9.63,-0.15,1.54
22,RBRK,74.36,0.9,1.23
23,CAVA,92.16,1.83,2.03
24,GLNG,40.7,0.03,0.07
