symbol,price,price_change,price_percent_change
VERO,8.93,6.01,205.82
BLIV,6.4,3.3,106.45
AEHL,4.43,2.25,103.21
HUBC,3.49,1.03,41.87
TIVC,4.82,1.21,33.52
FWRD,13.85,3.35,31.9
KRUS,54.56,13.1,31.6
BALY,15.61,3.72,31.29
CPRI,16.36,3.88,31.09
AAOI,13.86,3.16,29.53
RDW,9.98,2.27,29.44
AEHR,8.77,1.99,29.35
FORM,29.81,6.63,28.6
RH,191.95,42.59,28.51
SITM,149.9,33.11,28.35
AOSL,22.82,4.96,27.77
LOVE,15.91,3.44,27.59
NDRA,5.08,1.09,27.32
VFC,12.38,2.65,27.16
APPS,2.79,0.59,26.82
MCHP,44.8,9.46,26.77
ESTA,34.57,7.26,26.58
GES,10.94,2.27,26.27
ISPR,4.04,0.84,26.25
UAL,70.83,14.68,26.14
ONTO,133.03,27.43,25.98
ICHR,20.96,4.29,25.73
KSS,7.76,1.58,25.57
SEZL,38.15,7.73,25.41
CVNA,220.35,44.03,24.97
ENTG,78.54,15.62,24.83
SAIH,4.43,0.88,24.79
RDDT,110.92,22.03,24.78
MSTR,296.86,58.91,24.76
CIVI,30.27,5.96,24.52
WLDS,2.64,0.52,24.5
MKSI,73.17,14.39,24.48
ARM,106.43,20.61,24.02
EP,6.15,1.19,23.99
CC,11.88,2.29,23.96
IONQ,26.37,5.09,23.92
AMD,96.7,18.49,23.64
ULCC,4.08,0.78,23.64
LSCC,46.75,8.91,23.55
PI,77.24,14.7,23.5
HOOD,42.2,8.03,23.5
TKNO,5.73,1.09,23.49
DAL,44.27,8.39,23.38
MPWR,561.56,106.37,23.37
DXF,7.92,1.5,23.36
AIXI,2.75,0.52,23.32
LGPS,4.45,0.84,23.27
NFE,6.68,1.26,23.25
AEVA,7.28,1.37,23.18
NGNE,9.03,1.69,23.02
SOUN,8.83,1.65,22.98
STIM,4.08,0.76,22.89
SKYT,7.18,1.33,22.74
MXL,11.23,2.08,22.73
ALGM,23.23,4.3,22.72
COHR,63.06,11.67,22.71
ON,39.2,7.25,22.69
TSLA,272.2,50.34,22.69
AAL,11.12,2.06,22.66
ACDC,5.29,0.98,22.65
PPIH,11.32,2.09,22.64
CRDO,43.27,7.97,22.58
W,29.58,5.44,22.54
SWKS,60.27,11.07,22.5
WWW,12.34,2.27,22.49
ALK,50.23,9.22,22.48
UCTT,21.82,3.98,22.31
OLN,21.96,4.0,22.27
QRVO,62.11,11.3,22.24
NUTX,103.79,18.85,22.19
VSH,12.92,2.35,22.19
SNAP,8.82,1.59,22.06
BKKT,8.54,1.53,21.93
RMBS,52.29,9.39,21.9
WRD,10.77,1.93,21.83
MRVL,60.96,10.93,21.85
PEB,9.39,1.68,21.79
XPRO,8.41,1.5,21.78
SYNA,52.26,9.34,21.76
DJT,20.27,3.61,21.67
RGTI,9.39,1.67,21.63
MTSI,106.59,18.95,21.62
ENVX,6.64,1.18,21.61
SNCY,11.65,2.07,21.61
GDTC,2.76,0.49,21.59
AFRM,44.31,7.86,21.56
STM,21.61,3.83,21.54
BBNX,11.81,2.1,21.63
TXG,8.67,1.53,21.43
KRNT,19.18,3.37,21.32
VEEE,4.1,0.72,21.3
GLBE,36.12,6.33,21.22
NXPI,185.87,32.37,21.09
FTAI,108.93,18.94,21.05
VET,6.57,1.14,20.99
