symbol,price_percent_change,price,price_change
AREB,362.63,18.32,14.36
IBO,68.94,0.784,0.32
CXAI,46.29,1.18,0.37
NWTN,39.24,0.455,0.13
SOBR,38.58,4.81,1.34
RGC,37.78,33.48,9.18
ALDX,37.32,1.95,0.53
NTHI,36.86,9.58,2.58
ICCT,34.15,5.67,1.44
RSLS,27.1,0.483,0.1
USAR,23.38,8.02,1.52
WCT,23.08,0.24,0.05
PAMT,21.6,13.51,2.4
LGHL,19.05,3.75,0.6
LOCL,18.44,3.34,0.52
BDRX,18.37,1.74,0.27
LXEH,17.35,26.45,3.91
AMBO,16.53,2.89,0.41
MKTW,16.09,10.72,1.49
ALMS,15.16,9.84,1.3
