symbol,price_percent_change,price,price_change
FMTO,390.92,2.81,2.24
NAOV,144.9,7.2,4.26
FATN,126.09,13.0,7.25
ZVSA,109.23,1.27,0.66
IXHL,69.52,0.839,0.34
AGH,48.63,0.82,0.27
VEEE,43.77,3.38,1.03
JZXN,38.93,3.89,1.09
CAPS,38.25,2.53,0.7
SPPL,37.05,3.81,1.03
VSTA,28.01,4.57,1.0
UPC,27.83,3.95,0.86
FOXO,23.01,0.139,0.03
BTOG,22.3,0.148,0.03
SAG,21.41,0.715,0.13
SKK,21.21,0.8,0.14
GPUS,20.18,2.62,0.44
VERO,18.7,2.92,0.46
PGHL,18.67,0.47,0.07
ROMA,17.49,0.94,0.14
