symbol,price,price_change,price_percent_change
LW,58.93,-0.64,1.07
MOH,352.5,-0.74,0.21
DANOY,16.09,0.86,5.65
MP,26.28,1.46,5.88
NGG,69.46,0.07,0.1
XIACF,5.95,0.28,4.94
AMT,232.59,4.4,1.93
SSEZY,21.8,0.98,4.71
ORANY,13.6,0.59,4.53
SBS,17.93,-0.76,4.07
FCFS,125.26,-2.05,1.61
PPC,50.17,-0.89,1.74
CSAN,5.2,-0.34,6.05
TU,14.44,-0.1,0.65
BCE,22.63,-0.03,0.13
XIACY,29.42,1.07,3.77
TIMB,15.84,-0.49,3.01
MCK,714.53,-2.4,0.33
TIGO,29.85,-0.65,2.13
RCI,26.53,0.46,1.76
TBBB,27.24,-0.84,2.99
DUK,124.56,0.5,0.41
