symbol,price_percent_change,price,price_change
NXU,1656.58,2.67,2.52
WTO,949.14,1.58,1.43
NMAX,735.1,83.51,73.51
ICCT,685.96,2.24,1.95
CORT,109.08,114.22,59.59
LITB,43.27,2.0,0.6
CTOR,39.85,0.93,0.27
MLGO,39.77,24.25,6.9
NWTG,39.33,2.09,0.59
TOPP,28.03,1.69,0.37
ILLR,27.04,0.78,0.17
ELPW,26.45,0.741,0.15
HMST,26.24,11.74,2.44
HCAI,24.69,7.98,1.58
RGC,24.19,31.88,6.21
ABVC,23.26,1.06,0.2
ZCAR,22.79,5.01,0.93
PLAG,20.59,1.23,0.21
YQ,20.38,1.92,0.33
ANTE,20.08,0.465,0.08
