symbol,price_percent_change,price,price_change
SCLX,3443.5,6.68,6.49
OST,196.51,2.37,1.57
MURA,163.05,2.709,1.68
SNYR,62.18,2.903,1.11
SKYE,46.56,1.92,0.61
ELPW,36.6,2.09,0.56
ARBB,31.51,0.855,0.2
DWTX,28.67,3.86,0.86
KSCP,26.67,3.8,0.8
APM,26.38,1.03,0.21
USAR,25.7,14.77,3.02
ACRV,25.0,1.875,0.38
PHIO,24.55,2.74,0.54
GMHS,24.28,1.64,0.32
VERV,24.05,5.11,0.99
IHT,23.81,3.0,0.58
VCIG,23.17,3.19,0.6
RAYA,22.48,1.58,0.29
SUNE,22.3,0.0351,0.01
DHAI,21.72,0.184,0.03
