symbol,price,price_change,price_percent_change
WOR,51.08,9.45,22.71
PLTK,5.39,0.99,22.41
GME,29.14,3.74,14.72
XNGSY,35.91,3.36,10.32
DOOO,38.26,2.72,7.65
CTAS,206.59,13.13,6.79
QFIN,46.88,2.65,5.99
ASH,60.19,3.26,5.73
TLK,14.7,0.62,4.44
DLTR,70.0,2.86,4.25
VNET,8.82,0.35,4.07
NTDOY,18.78,0.76,4.22
PAYX,149.81,5.68,3.94
DAR,30.75,1.08,3.64
WFRD,56.83,2.01,3.67
SOMMY,12.35,0.42,3.52
MOH,321.1,10.57,3.4
IAG,6.24,0.2,3.32
CMBT,10.05,0.31,3.18
TAL,13.41,0.39,2.95
CNC,60.75,1.81,3.07
MNSO,18.79,0.55,3.02
