symbol,price_percent_change,price,price_change
LUCY,101.24,4.975,2.5
CDT,68.55,1.07,0.44
RSLS,65.52,0.566,0.22
JNVR,64.35,45.0,17.62
MRM,46.25,1.19,0.38
BNGO,42.05,4.39,1.3
KTTA,39.91,1.56,0.44
SKYQ,33.74,0.733,0.18
ATHR,32.95,5.72,1.42
AREB,32.8,7.44,1.84
WCT,28.38,0.28,0.06
HYFM,28.04,2.151,0.47
STSS,27.86,0.0181,0.0
KBSX,24.85,2.06,0.41
WBX,24.84,0.342,0.07
UGRO,22.41,0.51,0.09
DXF,21.5,7.8,1.38
MTC,21.12,0.95,0.17
JYD,20.57,0.331,0.06
PRFX,20.33,2.165,0.37
