symbol,price_percent_change,price,price_change
HCWB,3759.65,9.46,9.21
AMRN,1897.79,9.02,8.57
PRTG,121.57,11.3,6.2
MMA,113.38,1.69,0.9
MSPR,82.03,2.33,1.05
THTX,47.37,1.96,0.63
RGC,37.71,38.89,10.65
CBLL,34.66,15.02,3.87
STSS,31.15,0.024,0.01
NKTR,28.83,0.643,0.14
DRIO,26.91,0.706,0.15
MKTW,26.42,12.71,2.66
RVPH,23.79,0.718,0.14
BGLC,23.04,2.67,0.5
BFRG,21.99,1.72,0.31
ONCY,21.98,0.61,0.11
STAK,21.74,1.4,0.25
SLP,21.33,31.23,5.49
RXRX,21.18,5.47,0.96
FRGT,20.58,1.132,0.19
