symbol,price,price_change,price_percent_change
GT,10.19,1.07,11.73
LW,59.59,5.44,10.05
GBOOY,38.78,3.5,9.97
VTMX,24.93,2.13,9.34
MOH,353.47,24.98,7.6
SAABY,20.8,1.27,6.53
TSCDY,13.72,0.86,6.69
PAGS,8.5,0.51,6.38
STNE,11.39,0.66,6.15
CNC,64.29,3.56,5.87
DANOY,16.1,0.87,5.71
NGG,69.4,3.62,5.5
ELV,452.65,23.32,5.43
WMMVY,29.74,1.5,5.31
ORANY,13.7,0.69,5.3
SBAC,230.87,11.53,5.26
RNMBY,296.1,14.14,5.01
KR,70.75,3.48,5.17
FSLR,136.23,6.41,4.94
AMT,228.14,10.24,4.7
DG,94.46,4.26,4.72
SSEZY,21.8,0.98,4.71
UL,62.54,2.68,4.49
XIACF,5.92,0.25,4.41
BTI,41.92,1.67,4.16
