symbol,price,price_change,price_percent_change
FRGE,11.5,1.87,19.44
PIII,9.86,0.87,9.68
RKLB,20.73,1.6,8.37
ERIC,8.01,0.56,7.52
DJT,20.21,1.28,6.76
DNZOY,12.37,0.75,6.45
CVNA,217.1,12.37,6.04
NFLX,988.11,56.83,6.1
CRWD,398.33,19.67,5.19
FINMY,26.26,1.29,5.17
MMYT,102.95,5.0,5.1
HPE,14.98,0.7,4.94
PAY,29.39,1.39,4.96
TNXP,16.94,0.79,4.9
SRRK,30.35,1.42,4.93
RCRUY,10.65,0.49,4.82
SPOT,574.7,25.53,4.65
PLTR,97.21,4.59,4.96
PTCT,47.17,2.09,4.65
FULT,16.39,0.72,4.59
RBLX,59.46,2.55,4.47
YMM,10.31,0.45,4.51
STRL,141.47,6.24,4.61
UAA,5.68,0.24,4.32
DJTWW,12.9,0.54,4.37
