symbol,price_percent_change,price,price_change
MULN,5955.56,2.18,2.14
HCWB,3842.15,9.66,9.41
AMRN,1917.72,9.11,8.66
MMA,94.44,1.54,0.75
MSPR,93.67,2.479,1.2
PRTG,66.85,8.51,3.41
WTO,61.65,2.15,0.82
BFRG,48.94,2.1,0.69
CVM,46.0,0.307,0.1
THTX,45.86,1.94,0.61
CRML,40.91,2.17,0.63
STSS,36.61,0.025,0.01
CBLL,34.44,14.99,3.84
MKTW,32.99,13.37,3.32
DRIO,30.5,0.726,0.17
RXRX,27.72,5.76,1.25
TNMG,27.66,0.6,0.13
SDGR,27.39,24.49,5.27
SLP,26.65,32.6,6.86
VRAX,26.64,1.11,0.23
