symbol,price,price_change,price_percent_change
CNXC,65.04,19.36,42.38
SLNO,67.39,18.42,37.61
MLGO,15.94,4.08,34.4
CAR,74.16,12.61,20.49
DLTR,76.95,7.74,11.18
RIVN,13.02,0.92,7.6
HCM,15.26,1.04,7.31
ZLAB,36.18,2.27,6.69
FINV,10.47,0.66,6.73
AAP,40.35,2.53,6.69
ALC,96.86,5.54,6.07
FUL,57.54,3.22,5.93
JBSAY,14.47,0.75,5.47
EWTX,23.44,1.18,5.3
LBRT,16.23,0.81,5.22
IAG,6.43,0.32,5.24
IMVT,18.79,0.9,5.03
MAKSY,9.29,0.42,4.74
DAR,31.92,1.44,4.72
AUR,7.46,0.34,4.78
BURBY,10.65,0.46,4.51
OLLI,113.07,4.9,4.53
FJTSY,20.66,0.89,4.5
UNF,178.02,7.15,4.18
PARAA,23.58,0.86,3.79
