symbol,price_percent_change,price,price_change
RSLS,66.57,0.576,0.23
CDT,66.13,1.02,0.41
AREB,61.47,9.12,3.47
STSS,57.14,0.0221,0.01
JNVR,53.45,42.63,14.85
KTTA,38.53,1.51,0.42
BNGO,30.84,4.0,0.94
MRM,30.0,1.035,0.24
HYFM,28.02,2.151,0.47
KBSX,23.68,2.041,0.39
WBX,23.49,0.34,0.06
WHLR,22.15,2.865,0.52
DXF,21.5,7.8,1.38
WCT,21.23,0.265,0.05
RDHL,20.0,3.22,0.54
ICCT,18.7,4.342,0.68
JUNE,18.69,9.87,1.55
SKYQ,17.86,0.646,0.1
PRFX,17.58,2.135,0.32
YYGH,17.43,0.95,0.14
