symbol,price,price_change,price_percent_change
MP,29.25,1.66,6.02
PIII,8.76,-0.23,2.56
SMMT,25.77,-0.35,1.36
VKTX,24.2,-0.37,1.49
YPF,33.22,0.09,0.29
WAFD,26.94,0.2,0.75
FMCC,5.22,0.4,8.3
FNMA,6.25,0.45,7.76
BLCO,12.25,0.85,7.46
VIST,40.34,-0.52,1.27
ERIC,7.97,0.52,6.99
FMCKI,8.85,0.55,6.63
FMCKJ,10.55,0.58,5.82
STLA,9.36,-0.01,0.11
ATEYY,41.61,2.2,5.58
XPEV,20.2,-0.88,4.17
AUOTY,5.37,0.27,5.29
CHGCY,23.03,1.14,5.21
ENPH,54.8,0.25,0.46
FIVE,63.6,0.04,0.06
IESC,188.02,-0.76,0.4
JD,37.74,-0.44,1.15
BAC,38.21,1.54,4.2
SNEX,79.25,0.15,0.19
PLTR,93.53,0.91,0.98
