symbol,price_percent_change,price,price_change
BULL,337.66,57.99,44.74
STSS,67.2,0.0418,0.02
XAGE,63.0,0.203,0.08
DMN,61.29,0.005,0.0
USAR,55.71,12.94,4.63
AREC,52.25,0.732,0.25
STAK,45.86,1.692,0.53
THTX,41.72,2.749,0.81
THRD,38.74,5.05,1.41
WGRX,34.26,3.88,0.99
TUSK,33.33,2.52,0.63
MTSR,32.21,18.51,4.51
GGR,29.96,0.302,0.07
ABTS,29.83,2.35,0.54
BIYA,26.84,2.093,0.44
ARTL,26.54,1.04,0.22
IMAB,25.12,0.837,0.17
GDHG,24.97,0.362,0.07
NAOV,24.23,8.41,1.64
BETR,23.54,12.7,2.42
