symbol,price_percent_change,price,price_change
BULL,394.64,65.54,52.29
STAK,96.55,2.28,1.12
STSS,70.0,0.0425,0.02
XAGE,60.75,0.2,0.08
ELPW,47.55,1.535,0.49
TMC,45.12,2.83,0.88
IMAB,42.9,0.956,0.29
WXM,41.48,2.518,0.74
USAR,41.37,11.75,3.44
THRD,39.97,5.1,1.46
BW,39.36,0.416,0.12
MB,39.06,4.45,1.25
DMN,38.71,0.0043,0.0
BIYA,37.58,2.27,0.62
GGR,36.59,0.317,0.08
YYGH,35.8,1.29,0.34
WGRX,34.95,3.9,1.01
AREC,33.58,0.643,0.16
THTX,32.48,2.57,0.63
MTSR,30.56,18.28,4.28
