symbol,price,price_change,price_percent_change
BULL,66.0,52.75,398.11
USAR,11.77,3.46,41.64
MB,4.51,1.31,40.94
THRD,5.1,1.46,39.97
WGRX,3.86,0.97,33.47
MTSR,18.27,4.27,30.5
FATN,8.15,1.79,28.13
ZYBT,5.2,1.14,28.08
JNVR,65.58,14.37,28.06
VERV,4.1,0.84,25.77
IOTR,4.21,0.82,24.19
AUID,7.0,1.31,23.15
MP,27.64,4.96,21.87
AEHL,3.44,0.61,21.55
NB,2.49,0.43,20.87
RNAC,12.88,2.21,20.71
CAPS,2.87,0.49,20.59
AREB,7.46,1.25,20.2
SOND,2.7,0.45,20.0
BETR,12.31,2.03,19.75
YSXT,4.04,0.66,19.47
GPCR,18.95,3.05,19.18
SATL,4.44,0.69,18.4
PIII,8.96,1.38,18.26
SUPV,15.46,2.37,18.07
ACON,9.82,1.49,17.89
FLD,3.17,0.48,17.84
FORD,5.7,0.86,17.77
NVCT,9.75,1.44,17.33
CRML,2.53,0.37,17.13
WTF,7.38,1.06,16.77
BKTI,46.24,6.59,16.62
RITR,3.72,0.52,16.25
PPTA,13.67,1.84,15.55
BMA,90.99,12.14,15.4
LENZ,23.33,3.07,15.15
NMAX,26.26,3.41,14.92
BBAR,20.41,2.62,14.73
BYRN,20.51,2.58,14.39
CRVO,9.68,1.19,13.95
GGAL,61.38,7.5,13.93
NAOV,7.71,0.94,13.85
CARA,5.55,0.65,13.26
NIU,3.12,0.36,13.22
ALGS,4.61,0.53,12.99
PVLA,24.55,2.79,12.82
MSPR,2.82,0.32,12.81
DSGN,3.26,0.37,12.8
CRDF,2.78,0.32,12.75
LOMA,11.28,1.27,12.74
SION,8.86,0.99,12.64
JFIN,11.36,1.27,12.61
CYBN,7.65,0.85,12.44
RYET,5.35,0.59,12.39
UAMY,3.14,0.34,12.37
SMMT,26.08,2.84,12.22
RCKT,5.91,0.64,12.16
NVA,12.33,1.33,12.09
NA,4.12,0.42,11.49
CERT,14.38,1.48,11.43
PAL,8.46,0.86,11.32
TIL,16.72,1.69,11.24
DXF,6.45,0.65,11.21
MCRP,2.9,0.29,11.11
EDN,31.9,3.16,11.0
DPRO,2.42,0.24,10.97
BZAI,2.87,0.27,10.38
TPST,6.9,0.68,10.93
NTCL,10.22,1.0,10.84
VALN,6.97,0.68,10.81
SCPH,2.57,0.25,10.78
VRDN,13.31,1.29,10.73
VKTX,24.6,2.38,10.69
RPID,2.24,0.21,10.64
TGS,28.09,2.7,10.63
TECX,17.87,1.71,10.58
PAM,76.74,7.15,10.27
YPF,33.11,3.08,10.26
KYTX,2.27,0.21,10.19
AMST,2.28,0.21,10.14
BHAT,2.3,0.21,10.05
AIXI,2.77,0.25,10.02
MRT,3.2,0.29,9.97
CIIT,3.02,0.27,9.93
ETON,13.68,1.24,9.92
BEAM,17.0,1.52,9.86
QD,2.6,0.23,9.7
SERV,5.82,0.51,9.51
ASPI,6.55,0.56,9.43
IBRX,2.88,0.24,9.32
NVAX,6.4,0.54,9.22
SURG,2.46,0.2,9.11
SEDG,13.92,1.16,9.09
IRS,13.93,1.16,9.08
ALLT,5.82,0.48,8.99
RUN,6.86,0.57,9.06
HCM,14.95,1.23,8.97
OM,11.07,0.91,8.96
WAFD,26.72,2.19,8.9
AVTX,5.34,0.43,8.88
