symbol,price,price_change,price_percent_change
SLNO,69.89,20.92,42.63
CNXC,62.89,17.21,37.68
CAR,73.94,12.39,20.13
MLGO,13.88,2.02,17.03
DLTR,76.04,6.83,9.87
RIVN,13.08,0.98,8.1
LKNCY,35.88,2.68,8.07
ZLAB,36.49,2.58,7.61
HCM,15.29,1.07,7.52
AAP,40.67,2.85,7.54
EWTX,23.56,1.3,5.84
LBRT,16.26,0.84,5.48
BILI,20.43,0.99,5.12
ALC,95.93,4.61,5.05
DAR,32.04,1.56,5.12
MNSO,19.67,0.9,4.79
FINV,10.29,0.48,4.85
BYDDF,53.46,2.46,4.82
IAG,6.39,0.28,4.63
BURBY,10.68,0.49,4.81
WING,230.23,9.86,4.47
QFIN,48.49,2.12,4.57
BYDDY,106.68,4.58,4.49
OLLI,112.76,4.6,4.25
FJTSY,20.62,0.85,4.3
