symbol,price,price_change,price_percent_change
NFE,8.57,0.99,13.06
RNA,29.77,3.03,11.33
SWTX,46.52,4.64,11.08
ACLX,67.23,6.53,10.76
AMTM,19.71,1.84,10.3
RKT,13.85,1.25,9.92
SMMT,20.46,1.66,8.83
MRX,38.84,3.16,8.86
RGTI,8.49,0.68,8.71
MRUS,43.01,3.41,8.61
AKRO,41.95,3.31,8.57
SRRK,32.54,2.48,8.25
IMVT,16.42,1.22,8.03
IONQ,25.05,1.86,8.02
UWMC,5.78,0.43,8.04
SLNO,73.67,5.41,7.93
LOAR,76.97,5.64,7.91
CLF,8.74,0.64,7.9
NBIS,24.45,1.76,7.76
GRFS,7.49,0.53,7.61
KBR,53.74,3.81,7.63
VKTX,25.68,1.77,7.4
CYTK,40.25,2.75,7.33
TMDX,73.11,4.84,7.09
COOP,133.56,8.48,6.78
