symbol,price_percent_change,price,price_change
MKTW,1706.18,9.3,8.79
VCIG,1672.71,5.6,5.28
ICCT,129.55,4.745,2.68
PTIX,65.37,0.378,0.15
JYD,55.57,0.513,0.18
MRM,48.81,0.59,0.19
TIVC,41.23,4.63,1.35
APVO,39.86,1.93,0.55
GNPX,31.8,0.389,0.09
CGTL,29.88,5.39,1.24
TCRT,25.71,3.49,0.71
OPOF,21.46,36.31,6.42
BGLC,20.47,0.254,0.04
NIVF,18.98,0.701,0.11
SPHL,18.46,0.499,0.08
FORD,17.86,5.4,0.82
LOCL,17.62,2.47,0.37
NAK,17.58,1.07,0.16
DMN,15.94,0.0159,0.0
GT,14.2,10.43,1.3
