symbol,price_percent_change,price,price_change
OST,270.32,2.96,2.16
MURA,133.01,2.4,1.37
ELPW,44.77,2.215,0.68
ACRV,43.33,2.15,0.65
KSCP,42.33,4.27,1.27
SUNE,39.72,0.0401,0.01
DWTX,37.95,4.139,1.14
ARBB,36.92,0.89,0.24
APM,35.01,1.1,0.29
RYET,34.77,7.04,1.82
NCT,34.74,7.68,1.98
OPTX,30.0,1.43,0.33
SKYE,29.39,1.695,0.39
IE,28.02,6.47,1.42
ILLR,27.81,1.061,0.23
RAYA,27.57,1.646,0.36
SNYR,24.58,2.23,0.44
ANTE,23.94,0.73,0.14
FRGE,23.9,11.93,2.3
IHT,23.81,3.0,0.58
