symbol,price_percent_change,price,price_change
QNRX,3331.27,6.89,6.69
TPST,1323.55,7.13,6.63
VERO,205.99,8.94,6.02
FATN,126.09,13.0,7.25
AEHL,103.21,4.43,2.25
BLIV,94.55,6.07,2.95
PHIO,53.96,1.555,0.54
SGN,49.4,0.941,0.31
ADD,46.53,1.07,0.34
HUBC,41.87,3.49,1.03
MRM,37.26,0.781,0.21
LUCY,36.87,2.45,0.66
TIVC,35.73,4.9,1.29
FLYE,34.32,0.51,0.13
HUMA,33.48,1.535,0.39
HAO,33.33,1.4,0.35
SUP,33.15,2.41,0.6
BSGM,31.85,0.63,0.15
FWRD,31.62,13.82,3.32
KRUS,31.6,54.56,13.1
