symbol,price,price_change,price_percent_change
NFE,7.8,-0.77,8.98
ACLX,67.23,6.53,10.76
AMTM,18.79,-0.92,4.67
RKT,14.11,0.25,1.8
MRX,37.5,-1.34,3.45
SMMT,19.31,-1.15,5.62
RGTI,8.01,-0.48,5.61
MRUS,43.01,3.41,8.61
AKRO,40.08,-1.87,4.45
SRRK,31.05,-1.49,4.58
UWMC,5.68,-0.11,1.9
IMVT,16.0,-0.42,2.56
SLNO,70.37,-3.3,4.49
CLF,7.99,-0.74,8.47
KBR,51.88,-1.9,3.53
GRFS,7.51,0.02,0.27
VKTX,24.36,-1.32,5.12
CYTK,39.7,-0.55,1.36
COOP,130.03,-3.53,2.64
FIVE,63.75,-17.74,21.77
RKLB,17.93,-1.41,7.29
CVNA,226.32,13.73,6.46
AUR,6.51,-0.64,9.0
IESC,179.63,10.77,6.38
LKNCY,36.81,-1.1,2.82
