symbol,price,price_change,price_percent_change
BULL,58.18,44.93,339.09
USAR,12.99,4.68,56.31
STAK,1.7,0.56,49.11
THRD,5.08,1.44,39.42
WGRX,3.88,0.99,34.26
MTSR,18.55,4.55,32.5
NAOV,8.54,1.77,26.14
WTF,7.77,1.45,22.94
BETR,12.54,2.26,21.98
BIYA,2.01,0.36,21.87
CAPS,2.88,0.5,21.01
JNVR,61.44,10.23,19.98
ZYBT,4.87,0.81,19.95
BCTX,5.11,0.76,17.47
MP,26.6,3.92,17.31
NB,2.38,0.33,15.78
VERV,3.76,0.5,15.34
EDN,32.94,4.2,14.61
AREB,7.05,0.84,13.53
NVA,12.41,1.41,12.82
AEHL,3.18,0.35,12.37
SUPV,14.7,1.61,12.3
CARA,5.48,0.58,11.84
SATL,4.19,0.44,11.73
BMA,87.9,9.05,11.48
BBAR,19.83,2.04,11.47
GGAL,60.02,6.15,11.42
AMST,2.3,0.23,11.11
QD,2.63,0.26,10.97
MGRX,1.74,0.17,10.93
LOMA,11.09,1.08,10.79
KIDZ,2.06,0.2,10.78
BYRN,19.86,1.93,10.74
JKS,15.96,1.54,10.68
TECX,17.82,1.66,10.27
CYBN,7.46,0.67,9.78
JFIN,11.07,0.98,9.71
TGS,27.71,2.32,9.14
YPF,32.77,2.74,9.12
CERT,14.07,1.16,8.99
GPCR,17.32,1.42,8.92
DXF,6.3,0.5,8.62
LENZ,22.0,1.74,8.56
MKTW,14.48,1.11,8.3
HCM,14.85,1.13,8.24
SERV,5.74,0.43,8.19
STAI,1.85,0.14,8.19
LX,7.2,0.55,8.18
IBRX,2.84,0.21,8.17
PAM,75.22,5.63,8.1
DAO,7.34,0.55,8.03
NIU,2.98,0.22,7.97
VKTX,23.98,1.76,7.92
CRDF,2.66,0.2,7.89
QFIN,39.22,2.85,7.82
CEPU,11.52,0.82,7.66
XYF,11.59,0.82,7.59
MOGU,2.21,0.15,7.36
EH,15.5,1.06,7.31
RUN,6.75,0.46,7.31
OSRH,1.54,0.1,7.29
IRS,13.7,0.93,7.28
ORMP,2.26,0.15,7.11
VLN,2.26,0.15,7.11
YRD,5.7,0.37,6.99
OM,10.87,0.71,6.99
CDZI,2.56,0.17,6.88
BKD,6.14,0.4,6.87
CRESY,11.36,0.72,6.81
ATAT,23.7,1.49,6.71
NEXT,7.3,0.46,6.65
PLX,2.57,0.16,6.64
CSTE,3.16,0.2,6.57
AUID,6.05,0.37,6.5
HKD,1.94,0.12,6.32
KNSA,20.53,1.22,6.32
TGL,2.1,0.13,6.31
UAMY,2.96,0.17,6.27
RCKT,5.6,0.33,6.26
NEO,9.9,0.58,6.22
CIIT,2.92,0.17,6.18
PPTA,12.54,0.71,6.04
SCPH,2.46,0.14,6.03
FUTU,85.24,4.85,6.03
VIST,40.45,2.3,6.03
VRDN,12.72,0.7,5.82
DQ,14.61,0.8,5.79
GAUZ,8.99,0.49,5.76
TARA,4.14,0.23,5.75
SMMT,24.57,1.33,5.72
SEDG,13.49,0.73,5.72
ATXS,4.27,0.23,5.69
MLYS,14.16,0.76,5.63
BEAM,16.34,0.87,5.62
ZLAB,31.2,1.66,5.62
PDD,95.54,5.04,5.57
AIXI,2.66,0.14,5.56
CYD,16.17,0.84,5.48
SLN,2.71,0.14,5.45
TIC,9.69,0.5,5.44
