symbol,price,price_change,price_percent_change
PRTG,11.25,6.15,120.59
RGC,38.89,10.65,37.71
CBLL,15.01,3.86,34.62
MKTW,12.78,2.73,27.16
BGLC,2.67,0.5,23.04
SLP,31.31,5.57,21.64
RXRX,5.47,0.96,21.28
WKEY,3.98,0.63,18.8
SDGR,22.5,3.28,17.07
CERT,12.24,1.74,16.51
LHSW,3.62,0.49,15.77
MBX,7.24,0.97,15.47
ZLAB,28.08,3.76,15.46
AREB,8.34,1.09,15.03
SMMT,22.89,2.74,13.59
NGNE,10.18,1.22,13.55
SBSW,4.38,0.49,12.72
RITR,3.38,0.37,12.13
HYMC,3.16,0.33,11.64
JNVR,50.09,5.12,11.39
SA,12.43,1.27,11.38
ABSI,2.72,0.27,11.0
QSG,4.53,0.44,10.76
CYBN,6.35,0.61,10.63
BBAR,17.76,1.7,10.59
NG,2.78,0.27,10.56
AU,42.94,4.09,10.53
ZBIO,7.49,0.71,10.51
CIIT,2.87,0.27,10.43
BMA,78.85,7.35,10.28
METC,8.5,0.79,10.28
KC,13.94,1.29,10.2
FCUV,4.27,0.39,10.05
SKE,11.15,1.0,9.85
CEPU,10.82,0.95,9.63
LPG,19.92,1.74,9.54
ONC,227.36,19.05,9.15
ABCL,2.26,0.18,8.94
VERO,4.42,0.36,8.87
SUPV,12.85,1.04,8.78
NEM,55.38,4.44,8.72
GGAL,53.08,4.16,8.5
CDE,5.96,0.47,8.47
GLNG,36.21,2.82,8.45
EDN,27.63,2.15,8.44
LOMA,9.82,0.72,7.91
RYET,4.78,0.35,7.9
HCM,13.52,0.98,7.86
FRO,15.13,1.1,7.84
TNK,38.52,2.75,7.7
UUUU,4.08,0.29,7.65
CYRX,5.63,0.4,7.65
TEN,15.64,1.1,7.57
INM,2.72,0.19,7.5
SXTP,3.33,0.23,7.42
SUP,2.36,0.16,7.27
XPEV,19.26,1.28,7.15
ATYR,2.94,0.2,7.12
TGS,24.94,1.65,7.06
MSTR,291.56,19.22,7.06
EGO,19.27,1.27,7.06
PAM,69.65,4.59,7.06
CNL,10.18,0.67,7.04
GNK,12.82,0.83,6.96
CDTG,2.46,0.16,6.96
MASS,4.05,0.26,6.86
DAC,73.65,4.73,6.86
CVAC,3.06,0.2,6.82
HYFM,2.3,0.15,6.79
IE,5.34,0.34,6.7
GOLD,20.52,1.28,6.67
CTGO,11.62,0.72,6.65
CRSP,36.5,2.24,6.53
ABL,7.59,0.46,6.45
AMRK,23.54,1.43,6.44
UEC,4.66,0.28,6.38
ZYME,10.04,0.6,6.36
DHT,10.46,0.63,6.35
ZIM,13.4,0.8,6.35
BVN,14.88,0.88,6.25
BIOX,4.34,0.26,6.23
SB,3.41,0.2,6.23
BTU,11.93,0.7,6.22
TK,6.44,0.38,6.19
UAMY,2.7,0.15,6.08
KALV,11.18,0.64,6.07
INSW,32.51,1.86,6.07
BTG,3.24,0.18,6.05
ORIC,4.57,0.26,6.03
FAST,80.34,4.55,6.0
SII,46.65,2.64,6.0
HMY,17.08,0.96,5.98
ARGX,578.76,32.53,5.96
NIO,3.48,0.2,5.95
STM,20.06,1.13,5.94
IRS,12.67,0.71,5.94
JUNE,10.6,0.59,5.9
HII,212.66,11.77,5.86
SSL,3.36,0.18,5.82
CUPR,4.39,0.24,5.78
