symbol,price_percent_change,price,price_change
ACON,2435.73,13.24,12.72
PRTG,126.1,10.65,5.94
LXRX,70.66,0.593,0.25
LXEH,54.54,20.6,7.27
DBVT,50.9,5.9,1.99
SNSE,33.5,0.575,0.14
AGX,25.31,144.39,29.16
LWLG,24.65,1.259,0.25
BHAT,23.93,2.317,0.45
TWG,22.65,0.224,0.04
ALMS,18.1,5.55,0.85
ARBB,16.6,0.815,0.12
PHH,16.48,13.78,1.95
MYSZ,15.09,1.45,0.19
CAPT,15.01,0.491,0.06
NFGC,14.78,1.32,0.17
ME,14.51,0.882,0.11
QNTM,14.08,9.56,1.18
HKPD,12.89,1.445,0.16
CJET,12.37,1.899,0.21
