symbol,price_percent_change,price,price_change
WHLR,375.95,3.69,2.91
OSRH,136.88,3.79,2.19
LYT,74.48,0.112,0.05
GTEC,63.36,2.194,0.85
NKTX,51.46,2.079,0.71
DRCT,50.97,1.17,0.4
ME,46.2,0.78,0.25
SLNO,42.58,69.82,20.85
CNXC,37.76,62.49,17.13
RGLS,34.5,1.735,0.45
WOOF,33.61,3.26,0.82
CRVO,29.05,9.95,2.24
BIYA,25.82,6.15,1.26
TNON,23.91,2.99,0.58
JFIN,23.06,14.89,2.79
KDLY,21.64,2.08,0.37
EPSM,21.16,5.84,1.02
CAR,20.63,73.71,12.61
HTZ,19.48,4.165,0.68
DMN,18.51,0.0458,0.01
